"customerid","age","gender","Marital Status","income","transactionid","Date","productid","price","qty","totalamount","storeid","storename","groupstore","Type","latitude","longitude","Product Name"
208,39,1,Married,"7,52",TR81792,"18/06/2022",P5,4200,3,12600,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea
176,54,1,Married,"18,32",TR83961,"18/06/2022",P5,4200,3,12600,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Thai Tea
19,24,1,Single,"4,14",TR98635,"18/06/2022",P8,16000,1,16000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Oat
78,41,1,Married,"10,34",TR14064,"19/06/2022",P2,3200,3,9600,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Ginger Candy 
283,19,1,Single,"0",TR14319,"19/06/2022",P9,10000,3,30000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Yoghurt
374,32,0,Single,"5,4",TR14843,"19/06/2022",P2,3200,3,9600,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Ginger Candy 
260,33,0,Single,"6,65",TR15080,"19/06/2022",P10,15000,2,30000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Cheese Stick
360,54,0,Married,"35,78",TR17035,"19/06/2022",P8,16000,1,16000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Oat
325,37,0,Single,"3,25",TR19169,"19/06/2022",P3,7500,1,7500,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Crackers
372,31,1,Married,"6,19",TR24012,"19/06/2022",P7,9400,4,37600,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Coffee Candy
117,45,1,Married,"12,55",TR28184,"19/06/2022",P9,10000,4,40000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Yoghurt
333,47,0,Married,"17,99",TR36169,"19/06/2022",P3,7500,2,15000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Crackers
11,42,0,Married,"12,25",TR37887,"19/06/2022",P2,3200,4,12800,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Ginger Candy 
278,31,1,Married,"9,76",TR38222,"19/06/2022",P2,3200,7,22400,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Ginger Candy 
442,42,1,Married,"14,88",TR59944,"19/06/2022",P1,8800,4,35200,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Choco Bar
109,35,1,Married,"10,04",TR74572,"19/06/2022",P8,16000,2,32000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Oat
444,53,0,Married,"15,31",TR77568,"19/06/2022",P2,3200,7,22400,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Ginger Candy 
3,32,1,Married,"9,17",TR82328,"19/06/2022",P8,16000,3,48000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Oat
345,31,0,Married,"5,06",TR12914,"20/06/2022",P2,3200,5,16000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Ginger Candy 
15,30,0,Married,"4,52",TR21232,"20/06/2022",P9,10000,3,30000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Yoghurt
374,32,0,Single,"5,4",TR27197,"20/06/2022",P7,9400,4,37600,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Coffee Candy
419,38,1,Married,"3,86",TR40449,"20/06/2022",P7,9400,6,56400,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Coffee Candy
73,53,0,Married,"13,71",TR46321,"20/06/2022",P5,4200,2,8400,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Thai Tea
202,28,0,Married,"4,53",TR47997,"20/06/2022",P7,9400,3,28200,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Coffee Candy
99,40,0,Married,"8,47",TR60439,"20/06/2022",P7,9400,4,37600,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Coffee Candy
48,32,0,Married,"10,62",TR65174,"20/06/2022",P2,3200,3,9600,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Ginger Candy 
84,54,0,Married,"18,12",TR82087,"20/06/2022",P7,9400,6,56400,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Coffee Candy
240,22,1,Single,"3,33",TR89227,"20/06/2022",P8,16000,1,16000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Oat
207,35,1,Married,"10,54",TR13471,"21/06/2022",P5,4200,3,12600,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea
163,47,1,Married,"6,3",TR15109,"21/06/2022",P4,12000,1,12000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Potato Chip
288,22,0,Single,"0",TR15132,"21/06/2022",P8,16000,2,32000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Oat
399,52,1,Single,"33,77",TR27326,"21/06/2022",P3,7500,1,7500,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Crackers
368,44,0,Married,"16,13",TR33447,"21/06/2022",P6,18000,2,36000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Cashew
20,43,0,Married,"18,91",TR34815,"21/06/2022",P6,18000,3,54000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cashew
323,58,0,Married,"10,55",TR36142,"21/06/2022",P9,10000,6,60000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Yoghurt
193,42,0,Married,"20,64",TR38412,"21/06/2022",P2,3200,3,9600,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Ginger Candy 
447,54,1,Married,"20,37",TR62670,"21/06/2022",P4,12000,3,36000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Potato Chip
116,51,1,Married,"15,77",TR76831,"21/06/2022",P4,12000,3,36000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Potato Chip
419,38,1,Married,"3,86",TR79023,"21/06/2022",P8,16000,3,48000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Oat
16,52,0,Married,"11,8",TR79753,"21/06/2022",P2,3200,4,12800,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Ginger Candy 
332,28,1,Single,"6,91",TR82633,"21/06/2022",P2,3200,5,16000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Ginger Candy 
336,51,0,Single,"10,84",TR96435,"21/06/2022",P10,15000,1,15000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Cheese Stick
137,34,1,Married,"6,36",TR12273,"22/06/2022",P6,18000,3,54000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cashew
240,22,1,Single,"3,33",TR22821,"22/06/2022",P8,16000,2,32000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Oat
249,47,0,Married,"13,34",TR28552,"22/06/2022",P2,3200,3,9600,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Ginger Candy 
111,59,1,Married,"4,59",TR3519,"22/06/2022",P2,3200,5,16000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Ginger Candy 
239,41,1,Married,"6,55",TR35207,"22/06/2022",P6,18000,4,72000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cashew
360,54,0,Married,"35,78",TR43126,"22/06/2022",P6,18000,3,54000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Cashew
321,45,0,Married,"8,03",TR43254,"22/06/2022",P7,9400,6,56400,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Coffee Candy
329,19,1,Single,"0",TR44785,"22/06/2022",P2,3200,4,12800,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Ginger Candy 
245,26,1,Married,"4,58",TR58302,"22/06/2022",P4,12000,1,12000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Potato Chip
386,33,0,Married,"6,95",TR64044,"22/06/2022",P3,7500,1,7500,13,Buana,Buana,General Trade,"-1,26916","116,825264",Crackers
85,59,1,Married,"7,89",TR67475,"22/06/2022",P8,16000,3,48000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Oat
8,37,1,Married,"5,49",TR71412,"22/06/2022",P9,10000,2,20000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Yoghurt
355,19,1,Single,"0",TR77639,"22/06/2022",P8,16000,1,16000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Oat
80,44,0,Married,"13,45",TR77873,"22/06/2022",P4,12000,4,48000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Potato Chip
234,61,1,Married,"10,86",TR84098,"22/06/2022",P7,9400,4,37600,13,Buana,Buana,General Trade,"-1,26916","116,825264",Coffee Candy
137,34,1,Married,"6,36",TR842,"22/06/2022",P7,9400,4,37600,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Coffee Candy
255,24,1,Single,"5,78",TR84758,"22/06/2022",P10,15000,2,30000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Cheese Stick
421,35,0,Married,"9,01",TR90376,"22/06/2022",P7,9400,4,37600,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Coffee Candy
113,57,0,Married,"71,3",TR91012,"22/06/2022",P2,3200,5,16000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Ginger Candy 
48,32,0,Married,"10,62",TR96585,"22/06/2022",P2,3200,5,16000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Ginger Candy 
6,23,0,Married,"2,33",TR16953,"23/06/2022",P8,16000,3,48000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Oat
337,43,1,Married,"5,12",TR31016,"23/06/2022",P10,15000,2,30000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Cheese Stick
273,27,1,Married,"3,32",TR37848,"23/06/2022",P9,10000,2,20000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Yoghurt
350,38,0,Single,"7,95",TR39070,"23/06/2022",P8,16000,2,32000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Oat
72,26,0,Single,"1,81",TR42841,"23/06/2022",P7,9400,4,37600,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Coffee Candy
199,41,0,Married,"7,9",TR53639,"23/06/2022",P3,7500,4,30000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Crackers
283,19,1,Single,"0",TR61894,"23/06/2022",P2,3200,7,22400,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Ginger Candy 
43,53,0,Married,"16,64",TR75167,"23/06/2022",P3,7500,4,30000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Crackers
433,48,1,Married,"11,97",TR76988,"23/06/2022",P8,16000,2,32000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Oat
85,59,1,Married,"7,89",TR79428,"23/06/2022",P4,12000,2,24000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Potato Chip
306,49,0,Married,"16,52",TR81068,"23/06/2022",P3,7500,3,22500,13,Buana,Buana,General Trade,"-1,26916","116,825264",Crackers
217,39,1,Single,"6,96",TR88787,"23/06/2022",P1,8800,7,61600,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Choco Bar
50,31,1,Married,"6,01",TR88788,"23/06/2022",P5,4200,3,12600,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Thai Tea
236,28,0,Married,"3,13",TR93404,"23/06/2022",P6,18000,3,54000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cashew
340,41,0,Single,"10,9",TR96467,"23/06/2022",P6,18000,4,72000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Cashew
1,55,1,Married,"5,12",TR14167,"24/06/2022",P1,8800,7,61600,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Choco Bar
187,49,1,Married,"9,18",TR19144,"24/06/2022",P8,16000,1,16000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Oat
29,59,1,Married,"10,5",TR22592,"24/06/2022",P3,7500,6,45000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Crackers
93,32,0,Married,"4,85",TR36976,"24/06/2022",P7,9400,4,37600,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Coffee Candy
371,25,0,Married,"3,06",TR37179,"24/06/2022",P10,15000,3,45000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cheese Stick
114,22,0,Single,"3,14",TR48896,"24/06/2022",P10,15000,5,75000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cheese Stick
349,37,0,Married,"5,96",TR49570,"24/06/2022",P2,3200,4,12800,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Ginger Candy 
111,59,1,Married,"4,59",TR50252,"24/06/2022",P8,16000,1,16000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Oat
388,44,1,Married,"16,12",TR55536,"24/06/2022",P2,3200,5,16000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Ginger Candy 
7,31,0,Married,"4,57",TR67439,"24/06/2022",P3,7500,1,7500,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Crackers
378,54,0,Married,"14,66",TR70096,"24/06/2022",P4,12000,4,48000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Potato Chip
79,20,1,Single,"1,6",TR7407,"24/06/2022",P10,15000,1,15000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Cheese Stick
220,45,0,Married,"16,35",TR76450,"24/06/2022",P5,4200,2,8400,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Thai Tea
294,54,1,Married,"19,07",TR84479,"24/06/2022",P5,4200,5,21000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Thai Tea
301,60,0,Married,"8,97",TR86088,"24/06/2022",P9,10000,1,10000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Yoghurt
439,35,0,Single,"12,34",TR86105,"24/06/2022",P5,4200,3,12600,13,Buana,Buana,General Trade,"-1,26916","116,825264",Thai Tea
97,51,1,Married,"20,22",TR92539,"24/06/2022",P1,8800,4,35200,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Choco Bar
147,59,1,Married,"8,02",TR95006,"24/06/2022",P3,7500,5,37500,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Crackers
356,56,0,Married,"13,25",TR15308,"25/06/2022",P8,16000,3,48000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Oat
394,50,0,Married,"7,19",TR17485,"25/06/2022",P8,16000,1,16000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Oat
157,44,0,Single,"2,52",TR17535,"25/06/2022",P3,7500,1,7500,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Crackers
114,22,0,Single,"3,14",TR27949,"25/06/2022",P4,12000,2,24000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Potato Chip
85,59,1,Married,"7,89",TR34717,"25/06/2022",P9,10000,3,30000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Yoghurt
429,37,1,Married,"8,97",TR35748,"25/06/2022",P5,4200,5,21000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Thai Tea
76,38,1,Married,"7,88",TR41052,"25/06/2022",P1,8800,7,61600,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Choco Bar
284,49,1,Married,"11,31",TR43767,"25/06/2022",P2,3200,4,12800,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Ginger Candy 
430,55,1,Single,"18,37",TR48384,"25/06/2022",P4,12000,5,60000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Potato Chip
1,55,1,Married,"5,12",TR58441,"25/06/2022",P2,3200,7,22400,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Ginger Candy 
435,29,1,Married,"3,61",TR65394,"25/06/2022",P7,9400,5,47000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Coffee Candy
306,49,0,Married,"16,52",TR67252,"25/06/2022",P10,15000,5,75000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Cheese Stick
291,49,0,Married,"19,98",TR81925,"25/06/2022",P7,9400,6,56400,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Coffee Candy
347,26,1,Single,"3,69",TR81972,"25/06/2022",P3,7500,3,22500,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Crackers
367,43,0,Married,"10,96",TR86875,"25/06/2022",P9,10000,2,20000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Yoghurt
297,41,1,Married,"12,13",TR91676,"25/06/2022",P2,3200,5,16000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Ginger Candy 
178,43,0,Married,"9,58",TR99533,"25/06/2022",P1,8800,9,79200,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Choco Bar
7,31,0,Married,"4,57",TR12624,"26/06/2022",P7,9400,5,47000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Coffee Candy
15,30,0,Married,"4,52",TR14129,"26/06/2022",P8,16000,3,48000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Oat
33,53,0,Married,"17,11",TR20103,"26/06/2022",P9,10000,1,10000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Yoghurt
307,31,0,Married,"5,22",TR27438,"26/06/2022",P1,8800,7,61600,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Choco Bar
175,60,0,Married,"9,7",TR29651,"26/06/2022",P4,12000,2,24000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Potato Chip
89,32,0,Married,"9,68",TR37850,"26/06/2022",P8,16000,3,48000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Oat
82,60,1,Married,"6,24",TR38831,"26/06/2022",P1,8800,5,44000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Choco Bar
402,51,0,Married,"17,65",TR38910,"26/06/2022",P6,18000,1,18000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Cashew
394,50,0,Married,"7,19",TR41119,"26/06/2022",P2,3200,3,9600,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Ginger Candy 
330,61,1,Married,"7",TR43136,"26/06/2022",P7,9400,5,47000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Coffee Candy
105,61,0,Married,"7,54",TR44183,"26/06/2022",P5,4200,4,16800,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea
231,51,1,Married,"16,59",TR4732,"26/06/2022",P4,12000,4,48000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Potato Chip
353,25,0,Single,"1,32",TR57125,"26/06/2022",P9,10000,3,30000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Yoghurt
285,20,0,Single,"0",TR61555,"26/06/2022",P10,15000,1,15000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cheese Stick
92,60,0,Married,"10,72",TR74178,"26/06/2022",P5,4200,4,16800,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Thai Tea
238,26,0,Single,"6,61",TR77285,"26/06/2022",P2,3200,7,22400,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Ginger Candy 
191,35,1,Married,"8,3",TR77373,"26/06/2022",P1,8800,6,52800,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Choco Bar
417,47,1,Married,"12,75",TR1203,"27/06/2022",P9,10000,7,70000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Yoghurt
42,60,0,Married,"10,28",TR13021,"27/06/2022",P3,7500,4,30000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Crackers
209,47,0,Single,"2,55",TR17185,"27/06/2022",P1,8800,3,26400,13,Buana,Buana,General Trade,"-1,26916","116,825264",Choco Bar
377,53,0,Single,"10,39",TR42701,"27/06/2022",P5,4200,3,12600,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Thai Tea
204,53,0,Married,"9,46",TR43661,"27/06/2022",P2,3200,5,16000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Ginger Candy 
141,65,1,Married,"9,94",TR57301,"27/06/2022",P1,8800,3,26400,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Choco Bar
91,59,0,Married,"9,85",TR60853,"27/06/2022",P4,12000,5,60000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Potato Chip
331,54,0,Married,"16,19",TR62432,"27/06/2022",P4,12000,1,12000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Potato Chip
262,34,1,Married,"5,61",TR64572,"27/06/2022",P4,12000,3,36000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Potato Chip
170,36,0,Married,"7,55",TR67368,"27/06/2022",P8,16000,1,16000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Oat
132,41,0,Married,"17,69",TR70430,"27/06/2022",P9,10000,7,70000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Yoghurt
275,41,0,Married,"15,33",TR72548,"27/06/2022",P7,9400,5,47000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Coffee Candy
6,23,0,Married,"2,33",TR72720,"27/06/2022",P4,12000,3,36000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Potato Chip
282,55,0,Married,"11,38",TR86196,"27/06/2022",P10,15000,3,45000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Cheese Stick
129,35,1,Single,"10,46",TR96799,"27/06/2022",P10,15000,5,75000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Cheese Stick
385,41,1,Married,"15,84",TR98043,"27/06/2022",P2,3200,7,22400,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Ginger Candy 
325,37,0,Single,"3,25",TR16709,"28/06/2022",P3,7500,1,7500,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Crackers
229,32,0,Married,"10,17",TR19486,"28/06/2022",P7,9400,3,28200,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Coffee Candy
338,46,1,Married,"5,12",TR19961,"28/06/2022",P6,18000,1,18000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Cashew
196,34,0,Married,"3,17",TR238,"28/06/2022",P8,16000,1,16000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Oat
274,48,0,Married,"11,99",TR37278,"28/06/2022",P1,8800,3,26400,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Choco Bar
423,22,0,Married,"3,55",TR39399,"28/06/2022",P1,8800,4,35200,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Choco Bar
108,25,0,Single,"6,87",TR49358,"28/06/2022",P5,4200,2,8400,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Thai Tea
30,37,1,Single,"2,26",TR62976,"28/06/2022",P2,3200,5,16000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Ginger Candy 
344,47,1,Married,"5,63",TR63083,"28/06/2022",P9,10000,1,10000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Yoghurt
159,53,1,Married,"13,65",TR6685,"28/06/2022",P8,16000,1,16000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Oat
423,22,0,Married,"3,55",TR68225,"28/06/2022",P9,10000,5,50000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Yoghurt
160,48,1,Married,"12,57",TR84116,"28/06/2022",P2,3200,7,22400,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Ginger Candy 
407,53,1,Married,"9,27",TR98640,"28/06/2022",P10,15000,5,75000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Cheese Stick
22,34,0,Single,"9,91",TR99591,"28/06/2022",P6,18000,3,54000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cashew
362,25,0,Single,"7,47",TR17593,"29/06/2022",P5,4200,3,12600,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Thai Tea
429,37,1,Married,"8,97",TR21396,"29/06/2022",P4,12000,4,48000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Potato Chip
245,26,1,Married,"4,58",TR24709,"29/06/2022",P9,10000,4,40000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Yoghurt
414,21,1,Single,"0,74",TR39547,"29/06/2022",P9,10000,4,40000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Yoghurt
87,44,1,Married,"9,57",TR53622,"29/06/2022",P1,8800,10,88000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Choco Bar
31,38,0,Married,"9,61",TR54358,"29/06/2022",P1,8800,2,17600,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Choco Bar
33,53,0,Married,"17,11",TR58644,"29/06/2022",P9,10000,7,70000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Yoghurt
95,52,0,Married,"17,42",TR65558,"29/06/2022",P4,12000,2,24000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Potato Chip
401,45,0,Married,"4,08",TR97919,"29/06/2022",P3,7500,4,30000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Crackers
49,44,1,Married,"13,48",TR15114,"30/06/2022",P4,12000,3,36000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Potato Chip
298,38,1,Married,"8,99",TR28535,"30/06/2022",P4,12000,2,24000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Potato Chip
377,53,0,Single,"10,39",TR29538,"30/06/2022",P5,4200,2,8400,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea
83,34,1,Married,"10,88",TR35997,"30/06/2022",P6,18000,1,18000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cashew
44,40,0,Married,"10,65",TR37281,"30/06/2022",P10,15000,3,45000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cheese Stick
108,25,0,Single,"6,87",TR46876,"30/06/2022",P7,9400,6,56400,13,Buana,Buana,General Trade,"-1,26916","116,825264",Coffee Candy
439,35,0,Single,"12,34",TR49903,"30/06/2022",P5,4200,4,16800,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Thai Tea
44,40,0,Married,"10,65",TR63810,"30/06/2022",P5,4200,4,16800,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Thai Tea
262,34,1,Married,"5,61",TR76052,"30/06/2022",P8,16000,2,32000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Oat
242,56,1,Married,"6,98",TR13063,"01/07/2022",P5,4200,3,12600,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Thai Tea
306,49,0,Married,"16,52",TR13980,"01/07/2022",P5,4200,2,8400,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Thai Tea
109,35,1,Married,"10,04",TR14209,"01/07/2022",P7,9400,3,28200,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Coffee Candy
168,27,0,Married,"4,88",TR15338,"01/07/2022",P9,10000,7,70000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Yoghurt
